Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7,Obj8,Obj9,Obj10,Obj11,Obj12,Obj13,Obj14,Obj15,Obj16,Obj17,Obj18,Obj19,Obj20
1.1812e-21,1.307e-21,4.4586e-21,7.8143e-05,6.9411e-05,0,9.7425e-07,2.9395e-06,0.00058813,0.90723,0,0,0.4278,0.0018355,0,4.49e-07,0,1.3499e-06,0,0.0082077
2.0405e-21,1.3313e-21,2.1356e-20,6.6993e-20,2.0974e-19,1.6296e-19,9.5509e-20,0.0047585,0.00013988,0.83587,0,0.54893,1.1989e-08,0.00010435,0,0,4.6059e-05,0.00075545,0,0
2.2401e-07,1.6066e-07,1.1026e-06,6.8079e-05,3.0985e-05,6.246e-05,1.5978e-05,0.00062022,0.00020575,0.88136,0.48036,0.00011635,2.3508e-07,7.776e-05,5.051e-08,0,0.00028777,5.576e-07,0.0036647,1.1783e-06
2.0175e-19,2.1631e-19,2.9534e-17,4.1356e-17,2.2719e-17,1.1237e-17,7.9205e-18,2.1001e-17,0,1,0,0,2.4512e-06,6.588e-08,4.0419e-07,0,0,1.3229e-08,5.0625e-06,9.102e-10
7.9367e-19,1.1813e-18,3.6779e-18,6.1989e-18,2.4605e-17,1.2696e-19,9.6321e-18,0,0.44888,1.3576e-07,0.0011098,5.357e-06,0.00016577,0,0,0,1.1795e-05,8.7837e-06,2.6907e-05,0.90541
2.6081e-14,3.0535e-14,2.0562e-12,5.7771e-13,5.6452e-07,1.6304e-07,1.3291e-08,1.0118e-08,0.57734,2.0472e-06,1.9293e-06,2.4497e-07,0,1.7575e-07,4.5012e-07,1.1625e-08,0,1.1242e-06,0.57733,0.57738
3.7717e-23,4.3496e-23,1.5039e-22,4.8266e-22,1.0753e-22,3.6647e-19,1.7815e-19,2.7341e-17,0.44667,0,0,8.4221e-09,7.1761e-05,3.0405e-05,4.3321e-05,0,0,0.00021725,0.89484,0.0023977
7.8472e-23,6.6895e-23,7.6167e-22,1.5688e-21,1.3631e-20,1.4028e-20,6.2145e-22,3.5334e-17,0.57719,0,0,1.707e-07,3.3156e-06,8.6589e-06,0,1.4552e-05,1.8076e-05,0.5775,0,0.57734
1.2801e-38,1.4488e-38,2.5073e-38,1.23e-36,3.3304e-36,2.1559e-33,1.5646e-34,3.5338e-17,0.57726,0,2.3584e-06,1.5279e-05,2.3512e-05,0,3.3029e-07,0,6.7619e-10,0.57744,0.57737,0
6.5476e-24,7.5073e-24,1.2157e-22,4.7185e-22,2.5644e-21,7.4788e-20,2.2784e-18,2.7466e-17,0.45021,1.1244e-05,3.2938e-05,1.7281e-05,4.7211e-06,5.5419e-08,4.7996e-08,0.00098965,0,0.8941,0.00053192,1.6579e-05
1.3739e-50,1.1291e-50,2.9268e-34,8.0288e-34,1.6711e-33,5.6694e-35,1.0677e-33,3.5344e-17,0.57736,0,0,2.6897e-05,1.3429e-06,2.332e-09,2.7591e-05,0,0.57738,0,0,0.57741
2.0118e-21,1.5871e-21,2.528e-19,1.2199e-17,3.294e-17,1.0695e-18,2.9473e-18,0,0.57742,0,1.1765e-06,0,0,9.9281e-06,3.2882e-07,2.1415e-05,0.57729,1.2526e-05,0.57738,2.2254e-06
4.653e-19,5.4208e-19,1.6788e-18,8.3238e-18,1.6139e-17,1.0424e-17,1.5213e-18,2.8348e-17,0.57744,4.0897e-09,0,0,0,6.3649e-12,0,0,0.57734,0.57727,0,1.1192e-07
1.8074e-10,3.5661e-10,1.051e-09,2.8997e-09,7.4447e-06,8.0032e-06,2.7963e-07,0.00034492,0.44897,7.3124e-08,0.00014034,9.2329e-06,0,0.00010781,4.4258e-07,0,0.8944,0,5.6317e-10,1.7417e-07
1.7918e-10,1.2758e-10,5.9927e-10,1.0807e-09,5.8269e-07,7.9028e-08,1.0006e-08,2.8477e-08,0.5773,6.5964e-10,1.9761e-06,0,1.435e-07,0,4.8478e-08,0.57733,2.3123e-07,1.7752e-07,3.8984e-07,0.57741
2.9662e-51,2.2738e-51,7.9515e-51,1.9779e-50,1.305e-49,1.365e-51,2.1644e-33,3.5357e-17,0.57757,4.2459e-06,1.2555e-06,1.7969e-07,2.8981e-06,4.9596e-07,1.9423e-07,0.57743,1.2907e-07,1.2679e-05,0.57779,6.2708e-06
1.7935e-20,1.7993e-20,8.3473e-20,2.3762e-19,2.9109e-18,3.0793e-17,3.3659e-19,1.7036e-17,0.57733,1.23e-05,3.8216e-06,3.032e-06,9.8837e-06,3.7353e-09,5.8936e-07,0.57733,0,0.57745,0,0
2.2309e-37,2.8317e-37,1.3723e-35,1.0695e-34,9.5059e-35,2.3527e-18,1.1413e-18,3.5245e-17,0.57732,0,6.4814e-09,6.7762e-07,6.2114e-08,0,9.6623e-11,0.57729,0.57745,0,3.8382e-06,1.6902e-06
5.3948e-23,5.8533e-23,2.5774e-22,2.1048e-22,1.4076e-21,2.3682e-05,1.8006e-05,0.02592,0.44794,0,2.6596e-08,0.00011054,0,0,6.1486e-06,0.89382,1.2861e-05,0,0,0.0059058
5.0058e-51,9.8024e-51,3.0765e-50,1.2229e-49,2.0716e-33,6.1172e-34,1.0635e-35,3.5346e-17,0.57737,7.4936e-07,0,1.3205e-08,3.0236e-07,0,0.57729,0,0,3.2151e-08,0,0.57737
1.0716e-21,8.4664e-22,1.531e-20,7.2636e-19,1.4726e-17,4.2089e-18,1.486e-17,2.8143e-17,0.57731,0,0,5.1695e-08,0,6.6623e-07,0.57741,1.2728e-07,1.0149e-08,5.4618e-08,0.57733,0
4.1708e-21,3.7869e-21,3.2269e-19,4.3162e-19,5.9152e-18,2.3679e-18,3.4706e-17,1.8525e-18,0.57746,0,4.2119e-06,2.4386e-08,1.5386e-06,3.8394e-09,0.57733,3.8968e-07,0,0.57728,6.2446e-05,0
3.6114e-21,4.1961e-21,1.1006e-20,4.3854e-20,1.1662e-19,2.0305e-19,1.7488e-18,3.5308e-17,0.57748,0,0,1.1512e-06,3.8214e-08,5.2138e-09,0.57733,1.707e-05,0.57738,1.5492e-05,4.2284e-07,4.9048e-06
1.7949e-05,1.6753e-05,4.5982e-05,4.0611e-05,5.0968e-05,1.1651e-06,6.0946e-06,3.7378e-05,0.57735,0,0,3.1335e-09,0,0,0.57762,0.57712,2.3234e-06,1.164e-07,1.8373e-06,0
6.6518e-21,8.9504e-21,4.527e-20,1.5772e-19,1.9846e-17,1.8993e-17,9.7277e-23,2.3007e-19,0.44946,2.4306e-05,0.00030557,1.4742e-06,0.00018333,0,0.89534,0,0,3.795e-06,0,1.471e-09
5.3544e-37,7.4321e-37,1.4987e-35,3.0638e-35,1.9972e-33,8.206e-34,8.8382e-36,3.5334e-17,0.57719,0,0,4.2893e-06,3.4114e-06,0.57744,3.3258e-07,5.7435e-08,0,0,8.6597e-06,0.57736
3.252e-40,3.6444e-40,3.7124e-39,5.5675e-39,1.1097e-37,1.8174e-21,2.8594e-24,3.5359e-17,0.57759,0,2.899e-09,0,0,0.57706,1.1651e-06,8.0378e-07,0,0,0.57732,0
5.9956e-09,6.0855e-09,2.0052e-08,1.2753e-07,2.5719e-07,0,0,4.7643e-06,0.57752,4.0719e-09,0,0,3.6014e-06,0.57723,2.4155e-07,1.661e-07,0,0.5774,8.4341e-09,1.1236e-07
3.2433e-34,2.6494e-34,9.0265e-34,1.1909e-33,1.4005e-33,5.3788e-34,3.8981e-35,3.5353e-17,0.57749,0,0,0,0,0.57702,0,1.9931e-06,0.57749,0,2.3842e-07,6.0257e-06
5.7461e-21,5.8451e-21,2.4999e-20,8.4225e-21,5.863e-19,6.3259e-20,2.6548e-19,3.5334e-17,0.57729,2.2008e-08,0,0,0,0.57751,4.8768e-10,0.57727,2.8499e-07,6.8793e-08,0,1.1433e-07
1.7946e-38,7.8941e-38,9.4174e-37,1.9532e-36,1.1168e-35,1.6008e-35,3.2108e-19,3.5328e-17,0.57711,0,0,4.2948e-06,3.5153e-06,0.57736,0.5775,9.7469e-06,1.9542e-06,4.3196e-05,2.7263e-06,0
6.7484e-35,9.6233e-35,1.6015e-33,2.6141e-17,2.7327e-19,4.0682e-18,2.5962e-21,2.3327e-20,0.43399,0,0.001532,0.00050354,0.0022245,0.90488,0.00035472,0.00028609,0.00011384,0,4.4944e-06,4.7105e-06
9.857e-19,1.8643e-18,5.7848e-18,1.1236e-17,3.2092e-17,6.7912e-18,4.3521e-19,1.6996e-18,0.57727,0,1.5168e-07,5.8241e-06,0.5775,2.1825e-05,0,5.3098e-07,2.0117e-07,0,1.3409e-05,0.57731
2.5479e-20,1.2767e-20,5.4979e-20,2.6895e-19,2.4822e-19,5.9637e-19,6.5754e-19,3.5329e-17,0.57732,0,1.1697e-07,1.0865e-07,0.57736,0,0,1.6823e-06,1.4085e-07,0,0.57734,9.4468e-08
4.1156e-12,6.0088e-12,1.5757e-11,2.1152e-11,5.6598e-11,3.1569e-12,6.9835e-12,7.0268e-07,0.57773,3.4883e-07,1.3295e-05,0,0.57707,0,1.9096e-06,8.9984e-09,8.8628e-06,0.57735,0,7.2777e-08
2.1791e-46,1.6122e-46,1.8083e-45,6.8703e-45,1.1634e-28,1.9019e-12,4.497e-14,2.5188e-08,0.57746,0,1.9374e-06,2.4605e-07,0.57739,3.9653e-06,3.5102e-07,0,0.57743,0,1.5225e-07,1.6672e-06
2.1031e-35,1.5306e-35,6.1253e-35,2.987e-34,2.1332e-33,1.4267e-34,3.5334e-17,0,0.57736,1.1397e-09,4.4643e-06,2.2535e-06,0.57766,6.9641e-08,0,0.57717,8.1503e-08,1.6487e-05,2.2984e-06,4.4302e-07
4.2899e-18,4.5711e-18,1.3478e-16,1.0737e-15,6.7102e-12,5.5655e-12,4.9854e-10,4.8159e-11,0.5772,3.0299e-05,0,2.5657e-06,0.57724,2.1384e-06,0.57758,1.4157e-09,0,5.0225e-07,5.3153e-09,9.1273e-10
1.0025e-34,1.1746e-34,2.5493e-18,7.6661e-18,2.2872e-17,0,2.5666e-17,5.3837e-19,0.57765,7.352e-07,6.0736e-05,3.7988e-09,0.57767,0.5766,8.0287e-06,0,0,3.2472e-08,0,1.4893e-09
1.9095e-36,2.5674e-36,4.8763e-35,1.6522e-34,1.024e-33,1.322e-33,2.7486e-17,1.6705e-19,0.44912,2.3857e-05,0,0.00019657,0.89512,0,0,0,0,0.0001367,2.4432e-09,3.3491e-07
1.461e-35,1.5773e-35,1.7821e-34,4.5967e-34,1.9212e-33,2.485e-34,8.206e-34,3.5357e-17,0.57756,0,6.6823e-07,0.57721,1.2614e-06,2.0052e-10,1.2042e-06,9.7725e-06,1.9796e-06,0,0,0.57744
6.6624e-22,7.1844e-22,5.4809e-21,1.1191e-20,2.3692e-19,1.7079e-19,3.2994e-17,1.2681e-17,0.57756,0,0,0.57722,5.6367e-08,5.8987e-09,2.7109e-06,0,0,3.4271e-05,0.57736,1.9076e-07
2.7445e-20,2.9641e-20,1.3165e-19,5.3852e-19,7.4368e-19,3.7425e-19,1.8589e-19,3.533e-17,0.57736,0,8.8856e-07,0.57714,1.0671e-06,0,1.7725e-05,0,1.5573e-06,0.57753,2.4557e-08,1.5584e-07
6.6491e-37,9.3317e-37,4.487e-35,1.6788e-34,1.4998e-34,3.7569e-18,2.0562e-19,3.5147e-17,0.57742,0,0,0.57729,8.7196e-08,5.5729e-09,1.8631e-09,4.5434e-06,0.57736,0,3.7195e-06,1.6654e-06
2.539e-21,2.9606e-21,8.2258e-21,6.572e-21,3.5373e-20,6.0691e-19,2.8054e-19,3.5293e-17,0.57663,0,6.075e-05,0.57794,0,1.3057e-09,6.0219e-06,0.57746,0,1.855e-07,0,0
9.3781e-36,1.1469e-35,1.0381e-34,4.1516e-34,1.5553e-33,1.421e-33,3.5157e-17,3.5171e-18,0.57733,0,1.0836e-06,0.57714,7.4114e-05,2.2165e-06,0.57758,6.8367e-10,1.2396e-05,8.1306e-08,8.6786e-06,1.0303e-07
1.3097e-23,1.7025e-23,3.0708e-22,1.0676e-22,1.1853e-18,0,3.1186e-20,3.5317e-17,0.57724,1.5984e-05,0,0.57758,4.7545e-06,0.57716,0,6.855e-09,0,4.1086e-05,5.9391e-07,7.6741e-08
1.9604e-20,2.725e-20,1.3513e-19,4.5977e-19,3.1354e-18,1.999e-18,1.8699e-19,3.5155e-17,0.57754,0,7.7704e-05,0.57723,0.57726,2.5131e-08,0,0,4.4192e-06,0,9.3143e-07,7.9951e-09
2.4994e-20,2.8845e-20,2.2581e-18,9.5402e-19,4.6927e-18,2.3375e-20,2.5556e-17,1.659e-18,0.42734,0.00019519,0,0.90413,0.00058589,0,0.00050747,4.9667e-07,0,0.0044158,0,1.4211e-07
1.6787e-25,1.8053e-25,4.3524e-25,7.5278e-24,7.3621e-23,4.1234e-24,6.0224e-24,3.5346e-17,0.57738,1.3061e-05,0.57735,5.514e-05,4.045e-06,0,4.9085e-07,2.8903e-10,4.7995e-07,0,0,0.57741
1.2406e-18,1.4866e-18,7.4775e-18,2.9154e-17,1.7648e-17,2.6968e-18,3.1421e-19,3.1274e-18,0.57684,0,0.57776,1.1239e-06,0,2.4447e-09,9.3608e-07,5.1874e-09,1.9296e-06,2.5411e-05,0.57743,0
5.0632e-29,3.4471e-29,1.0565e-28,1.5316e-28,6.6461e-27,3.6865e-26,3.3611e-25,5.5248e-09,0.57761,0,0.57735,0,4.3154e-06,4.2226e-08,1.4466e-05,0,3.725e-07,0.57736,4.3385e-06,3.1882e-09
3.2123e-20,3.2659e-20,7.9154e-20,3.7133e-19,5.5592e-20,3.0616e-19,1.389e-19,3.5342e-17,0.57737,0,0.57735,1.3002e-08,2.1501e-06,8.4008e-08,3.1562e-07,6.1095e-09,0.57729,3.9684e-07,1.1336e-06,2.7453e-08
9.9274e-20,9.4657e-20,6.5092e-19,9.1386e-19,4.3523e-19,7.4175e-19,1.6548e-20,3.5303e-17,0.57714,3.5917e-06,0.57732,0.00018751,1.7118e-07,0,1.3187e-06,0.57756,8.7077e-06,5.1533e-06,5.179e-06,1.149e-05
1.6793e-32,2.4073e-32,8.0308e-32,1.0603e-30,3.0864e-26,1.4807e-27,4.4605e-30,5.0567e-10,0.57717,0,0.57717,3.4136e-06,4.561e-06,0,0.57769,0,0,6.7342e-08,0,5.9143e-07
1.2158e-10,1.2275e-10,3.5048e-08,1.3029e-07,2.8152e-07,8.024e-09,7.397e-08,1.5326e-10,0.57783,4.344e-07,0.57779,0,2.8809e-07,0.5775,0,0,3.0206e-05,1.1393e-09,4.9795e-07,0
1.8423e-19,1.4631e-19,5.5716e-19,1.9992e-18,2.6998e-17,2.2589e-17,0,0,0.57699,0,0.57778,1.3146e-07,0.57728,6.1606e-08,4.4313e-07,0,0,2.9632e-05,1.833e-08,0
1.2224e-35,2.8313e-35,1.2553e-34,8.701e-35,2.2212e-34,1.0719e-34,2.1427e-33,3.5328e-17,0.57709,2.1486e-05,0.57682,0.57827,3.7854e-06,4.006e-07,0,1.3612e-05,0,4.2248e-08,0,0
7.1654e-36,7.9134e-36,1.5859e-33,5.0337e-34,3.1788e-34,2.7672e-17,0,0,0.4525,0.0019262,0.89276,0,1.7193e-07,1.0632e-06,1.2175e-10,0,2.7402e-06,0,0.00023275,1.5481e-06
4.3178e-20,5.1425e-20,5.2169e-19,2.2682e-18,7.2938e-22,3.4616e-18,6.2848e-19,3.51e-17,0.5775,0.57717,1.6681e-07,2.5381e-07,1.9039e-05,4.0009e-08,5.3682e-06,2.1052e-05,2.5082e-05,1.5776e-06,3.4758e-07,0.57735
2.1711e-08,2.5117e-08,2.3418e-07,5.3646e-07,2.7791e-08,3.8007e-08,3.163e-08,1.8753e-09,0.577,0.57763,2.5041e-11,2.6769e-06,4.3412e-06,0,0,0.00011152,2.2396e-06,0,0.57743,9.3604e-07
1.8341e-36,2.5684e-36,6.5033e-35,7.2103e-35,2.1219e-33,3.7e-34,1.2557e-34,3.5343e-17,0.57734,0.57737,0,0,1.4417e-07,0,7.421e-07,0,3.3182e-09,0.57737,3.3669e-06,2.023e-07
7.4639e-22,8.6694e-22,2.918e-21,1.4059e-20,3.0933e-20,4.8856e-20,4.1948e-18,3.5086e-17,0.57722,0.57788,1.6739e-07,0,3.6408e-08,0,0,2.0735e-05,0.57754,0,3.0835e-05,2.5271e-08
1.9064e-21,1.5674e-21,5.5272e-21,2.4454e-20,7.6917e-20,1.33e-20,5.3932e-18,3.4946e-17,0.57762,0.57698,0,8.6191e-07,5.9294e-06,5.8121e-08,6.5016e-08,0.57747,0,1.5743e-05,9.7964e-06,0.00019393
6.3037e-10,4.6041e-10,5.4788e-09,5.6036e-10,1.2592e-09,4.9184e-09,1.1358e-11,6.9484e-09,0.57731,0.57737,0,0,2.7446e-06,0,0.5777,2.1188e-09,2.7432e-06,1.5245e-05,0,1.7013e-08
4.8029e-22,3.8616e-22,1.6964e-19,5.4238e-20,1.3424e-18,2.7231e-20,5.8025e-21,3.5328e-17,0.57752,0.57722,0,0,1.3844e-05,0.57723,6.699e-08,7.4532e-06,2.9269e-06,8.4996e-10,0,5.3342e-05
3.2832e-20,3.8052e-20,2.3179e-19,1.6858e-22,1.3224e-18,7.7859e-18,3.7853e-20,3.4449e-17,0.57738,0.57776,2.8756e-08,5.0475e-05,0.57683,5.9965e-08,6.8572e-07,0,0,4.647e-08,3.7314e-07,9.3457e-08
3.3596e-20,4e-20,1.9949e-18,4.8104e-18,4.9911e-18,2.3256e-17,9.3925e-18,2.3827e-17,0.57761,0.57743,8.397e-08,0.57761,4.9373e-06,8.5015e-07,2.0395e-06,0,0,1.5058e-05,0,5.3155e-05
6.4638e-19,4.7363e-19,2.1067e-18,4.8762e-19,1.6348e-18,1.0596e-19,2.0474e-19,3.5185e-17,0.57663,0.57632,0.57903,1.3144e-07,8.4998e-07,0,1.92e-05,1.0038e-05,0,4.0589e-06,0,6.2365e-06
1.6081e-18,1.6601e-18,2.2574e-17,1.2178e-17,1.3924e-18,1.8279e-18,7.3798e-18,1.9114e-18,0.44107,0.90022,0,0,1.0612e-06,1.5616e-06,2.7885e-05,0,7.4038e-05,8.0404e-08,1.491e-07,0.00015208
6.3344e-20,3.8244e-20,1.1639e-17,5.1278e-17,2.2154e-18,1.2174e-17,4.0324e-20,2.9082e-20,0.8859,0,0.00037269,2.0502e-08,0.0012575,0.004844,1.159e-05,0.00014872,2.9562e-06,0,0.00016916,0.46391
5.0362e-20,5.9739e-20,5.3763e-19,2.318e-19,1.3743e-18,1.4643e-19,1.3763e-18,5.4816e-17,0.89605,0,5.2073e-09,0,7.9469e-07,4.6032e-06,0,5.9504e-06,0.00036429,0,0.44421,0.00079819
4.8263e-20,5.6157e-20,2.6584e-19,2.3981e-19,0,4.8896e-20,4.0309e-19,5.5448e-17,0.90579,0,9.5881e-05,0,1.746e-05,0,7.7175e-06,3.633e-08,0,0.42801,5.5773e-06,8.8413e-05
2.6485e-21,1.8523e-21,3.6892e-20,1.4388e-19,2.6991e-20,4.1138e-20,6.0308e-20,0.0027483,0.89521,8.8772e-05,1.4975e-05,1.7728e-06,3.5513e-06,0,1.1758e-07,6.6613e-08,0.4462,2.1575e-05,0.00023446,8.4456e-05
2.4934e-19,3.5706e-19,1.7674e-18,3.1184e-17,4.3682e-17,1.1489e-17,4.5098e-18,0,0.90254,5.0963e-06,5.215e-05,0,0,3.3977e-07,3.6459e-06,0.43233,2.2331e-06,0,8.3897e-07,1.3477e-06
3.5634e-18,6.6041e-18,1.7796e-17,2.8968e-17,1.134e-17,8.4412e-18,3.9536e-17,1.5791e-19,0.89267,0,0,2.7069e-05,1.7553e-05,3.7135e-05,0.45297,8.5878e-10,1.1358e-05,0.00013961,5.1599e-09,2.4126e-05
9.7935e-19,6.9138e-19,4.918e-18,1.493e-17,1.8255e-17,4.82e-17,0,1.1154e-21,0.88169,0,0.0031094,0,0.00058483,0.47228,2.7266e-05,0.0002019,0,2.3752e-06,4.2141e-06,4.344e-06
1.1874e-19,1.6182e-19,1.7973e-18,4.4883e-18,5.3526e-17,1.0111e-17,0,0,0.89513,0.00091509,9.8566e-06,1.3846e-06,0.4481,3.9364e-06,1.2665e-07,2.9764e-09,0,4.3888e-05,0,0.00031639
9.8158e-24,1.8308e-23,4.7231e-22,1.2838e-21,2.7801e-19,8.8183e-21,5.2264e-17,4.8724e-18,0.85772,3.0202e-05,9.9236e-07,0.51405,1.2953e-06,0,4.8242e-06,0.0056486,2.4502e-07,6.6015e-05,0.0046782,1.6193e-06
2.1074e-08,2.967e-08,1.2008e-07,5.0117e-06,1.1472e-05,1.5139e-07,8.585e-07,1.1093e-06,0.90805,0.0018651,0.42126,5.9321e-06,0.00044524,0.0004116,0.0012279,0.00010487,0.00027871,0.0077971,0,5.4919e-05
1.3548e-22,2.6401e-22,3.0012e-21,4.9097e-05,3.9484e-05,0.0017944,0.0023261,6.8911e-06,0.88084,0.47338,2.5763e-05,0,5.685e-05,0.00031456,2.952e-06,5.8547e-06,0,0.0011847,1.458e-05,1.6661e-06
2.15e-53,8.8259e-53,1.5091e-36,1.5301e-35,2.5164e-19,9.479e-18,5.8019e-20,6.0477e-17,1,0,1.852e-06,1.3289e-06,0,0,3.0495e-10,0,0,0,7.6846e-07,1.3957e-07
6.1388e-06,9.3049e-06,5.5989e-05,0.00050706,0.0047645,0.0006553,0.00075078,0.44676,5.7601e-05,1.4049e-05,5.6972e-07,0.00021483,0.00011813,1.7153e-06,2.0284e-06,0,3.8761e-07,3.5967e-06,0,0.89497
4.0778e-09,4.7648e-09,2.2563e-07,4.4038e-07,2.7578e-05,1.5556e-06,0,0.57734,0,0,2.2412e-10,2.6742e-08,1.4194e-07,0,3.4834e-07,1.1503e-08,0,0,0.57723,0.57739
1.6943e-22,1.9539e-22,6.7558e-22,2.4548e-21,3.9533e-20,2.7311e-17,5.0337e-19,0.44656,0.00019349,0,0,0,7.1865e-05,3.0432e-05,4.3321e-05,3.1057e-05,0,0.00021725,0.89484,0
2.9573e-19,3.4205e-19,7.5016e-18,2.6973e-17,3.7047e-18,2.112e-17,0,0.57767,9.7621e-08,3.3727e-05,1.0888e-06,0,0.00016252,8.6796e-06,1.711e-06,0,0,0.57693,1.7508e-06,0.57736
1.1459e-20,9.2421e-21,3.3501e-19,7.4841e-19,8.0448e-18,1.1919e-18,3.438e-17,0.57735,0,0,0,3.8926e-07,3.3906e-06,1.4626e-06,0,0,1.5272e-07,0.57747,0.57715,1.0297e-09
1.0102e-34,1.0837e-34,3.7167e-34,1.5502e-33,4.1502e-34,2.0132e-34,2.731e-17,0.44614,0.00034853,0,0,1.7129e-05,0.00059804,3.6709e-07,0,0.00097779,8.378e-06,0.8957,0.00051286,0.0015988
2.5144e-34,7.7999e-34,1.3606e-17,1.6328e-18,2.7853e-17,8.3863e-19,1.6712e-17,0.57677,0,0,0,0,1.3427e-06,2.1634e-09,2.4526e-07,1.8088e-07,0.57776,4.0664e-08,0,0.57737
9.5151e-20,1.023e-19,2.3916e-18,5.4297e-18,3.4257e-17,4.9874e-18,3.5308e-18,0.57769,0,0.00010821,2.6074e-07,3.579e-05,5.1986e-09,2.819e-08,2.1887e-06,2.3391e-06,0.57792,5.599e-05,0.57772,7.5681e-08
1.792e-19,1.575e-19,9.8464e-19,3.546e-18,3.1196e-18,1.3712e-19,3.5012e-17,0.57742,3.0996e-08,3.7306e-05,1.897e-07,1.2556e-05,5.3463e-06,9.0682e-06,2.4833e-06,0.00018759,0.57729,0.57726,0,2.6968e-07
3.0575e-20,3.4376e-20,2.5811e-18,4.2912e-18,2.6743e-17,9.8134e-19,3.5473e-18,0.44931,0,0.00022495,0.00022355,0.00025287,7.1756e-07,0,1.2196e-05,1.4155e-05,0.89437,4.2452e-05,0,0
1.9893e-10,2.0985e-10,5.3967e-10,1.3848e-09,7.5976e-08,1.4154e-08,1.0057e-09,0.57729,8.4661e-06,0,1.6541e-06,1.6257e-06,3.4765e-06,6.8259e-07,1.026e-08,0.57729,1.2322e-05,0,9.8894e-07,0.57737
7.4539e-28,7.8494e-28,3.5053e-27,8.2789e-27,2.8031e-26,1.5924e-23,2.6026e-07,0.57721,8.4649e-06,0,1.8627e-07,6.0136e-08,2.8453e-06,1.089e-05,0,0.57721,0,0,0.57757,0
2.003e-22,1.839e-22,2.1451e-21,5.9099e-21,5.6245e-21,1.2221e-18,3.5304e-17,0.57707,0.00024082,3.9764e-09,1.7656e-07,0,0,4.052e-07,2.7186e-07,0.57724,0,0.57758,5.5154e-08,1.1312e-07
4.1532e-22,2.8456e-22,3.9202e-21,1.1066e-20,5.8939e-22,1.6573e-18,3.5293e-17,0.57719,0,0,0,0,0,0,2.7896e-07,0.57735,0.57733,0,2.7114e-07,1.3567e-06
5.2451e-22,5.6908e-22,2.6021e-21,6.8703e-21,3.0427e-20,0.00051191,2.2096e-06,0.44613,0,4.2402e-06,0,0.0001076,0,1.9258e-07,0,0.89523,4.8313e-05,0.00073978,4.034e-06,4.4113e-05
2.6499e-34,5.1003e-34,1.5268e-33,5.238e-34,2.8007e-17,2.0512e-17,6.3194e-18,0.57721,0,0,1.8983e-06,0,3.5545e-08,1.5056e-05,0.57735,3.9221e-06,3.1585e-07,8.0106e-08,3.3207e-06,0.57734
1.7715e-36,2.2774e-36,3.2116e-35,1.4534e-34,2.1528e-33,1.0452e-34,3.5345e-17,0.57739,0,0,5.721e-08,2.8186e-06,1.6126e-06,0,0.57762,7.855e-08,0,5.8567e-07,0.57755,0
1.6137e-19,1.4619e-19,6.8258e-19,9.524e-19,4.2739e-18,1.769e-18,3.5001e-17,0.57709,0,0,3.5485e-07,0,7.6509e-07,0,0.5775,3.9533e-06,2.467e-07,0.57732,6.3745e-05,1.75e-07
3.7479e-18,4.3497e-18,2.7035e-17,9.5333e-18,5.6669e-18,1.8945e-17,0,0.57731,0,3.6514e-06,9.4221e-09,0,3.5857e-06,8.6715e-06,0.5773,0,0.57746,0,5.4125e-06,1.1456e-05
1.5983e-36,1.4341e-36,7.838e-35,3.8573e-34,6.4418e-18,2.6603e-18,3.4644e-17,0.57733,0,0,1.496e-05,0,3.0268e-06,0,0.57732,0.57732,8.4891e-06,3.244e-06,7.4719e-05,6.8034e-12
1.5457e-18,1.5212e-18,2.2918e-17,8.9312e-18,4.6685e-18,2.5386e-18,1.0906e-17,0.44988,0,0,0.0008128,0,0,2.0846e-06,0.89428,1.1209e-05,0.0004194,0.0009243,0,1.7794e-05
1.6642e-24,2.038e-24,7.0298e-24,1.9102e-24,5.8178e-23,2.3983e-23,1.0371e-06,0.5771,0,0,0,1.0624e-07,1.7642e-06,0.57741,3.3552e-07,1.241e-05,1.1623e-05,0,4.7437e-06,0.57737
1.0628e-08,1.284e-08,2.5e-07,6.1333e-08,4.6185e-08,1.8435e-08,9.798e-08,0.57708,0,3.6894e-08,2.75e-06,6.9586e-05,0,0.57766,5.3532e-07,3.8627e-06,1.9284e-06,0,0.57748,1.7253e-07
3.4511e-18,3.1031e-18,8.6741e-18,2.3419e-17,2.2785e-17,8.6686e-18,1.1485e-18,0.57703,1.1681e-07,0,8.8858e-08,1.8396e-06,0,0.57756,2.6249e-06,1.5835e-06,1.6438e-06,0.57726,2.7122e-06,1.0297e-06
2.9469e-21,1.9983e-21,8.4036e-21,2.0889e-20,4.2881e-19,1.5942e-19,3.5354e-17,0.5776,0,0,0,1.4532e-08,1.2938e-06,0.57686,0,8.9012e-06,0.57748,3.1444e-07,4.228e-09,0
7.9821e-18,8.0811e-18,2.5976e-17,8.6305e-18,1.3831e-18,1.9094e-17,2.6669e-19,0.57747,4.3305e-05,1.4398e-06,0,2.6078e-05,3.6392e-06,0.57709,1.7029e-09,0.57734,2.6418e-06,8.3677e-07,4.6758e-07,0
